Sample Name, Sample-56
Time, February 13 18:18:47 2026
Operator, dma
Lamp, 0
Slit,0.0
Scan From, 700.0nm
Scan To, 230.0nm
Scan Step, 1.0nm
Sample Filter, 10
memo, 
WL(nm), Abs, T%
230.0, 0.6993, 19.98
231.0, 0.6951, 20.18
232.0, 0.6908, 20.38
233.0, 0.6850, 20.66
234.0, 0.6787, 20.96
235.0, 0.6726, 21.25
236.0, 0.6669, 21.53
237.0, 0.6614, 21.81
238.0, 0.6569, 22.03
239.0, 0.6523, 22.27
240.0, 0.6481, 22.49
241.0, 0.6444, 22.68
242.0, 0.6410, 22.86
243.0, 0.6379, 23.02
244.0, 0.6351, 23.17
245.0, 0.6320, 23.33
246.0, 0.6292, 23.49
247.0, 0.6262, 23.65
248.0, 0.6237, 23.79
249.0, 0.6214, 23.91
250.0, 0.6191, 24.04
251.0, 0.6167, 24.17
252.0, 0.6151, 24.26
253.0, 0.6131, 24.37
254.0, 0.6112, 24.48
255.0, 0.6098, 24.56
256.0, 0.6083, 24.64
257.0, 0.6066, 24.74
258.0, 0.6055, 24.80
259.0, 0.6026, 24.97
260.0, 0.6008, 25.07
261.0, 0.5985, 25.20
262.0, 0.5962, 25.34
263.0, 0.5936, 25.49
264.0, 0.5907, 25.66
265.0, 0.5875, 25.85
266.0, 0.5843, 26.04
267.0, 0.5813, 26.23
268.0, 0.5777, 26.44
269.0, 0.5735, 26.70
270.0, 0.5691, 26.97
271.0, 0.5643, 27.27
272.0, 0.5595, 27.57
273.0, 0.5548, 27.87
274.0, 0.5498, 28.20
275.0, 0.5446, 28.53
276.0, 0.5394, 28.88
277.0, 0.5345, 29.21
278.0, 0.5297, 29.53
279.0, 0.5249, 29.86
280.0, 0.5201, 30.19
281.0, 0.5150, 30.55
282.0, 0.5094, 30.94
283.0, 0.5040, 31.33
284.0, 0.4988, 31.71
285.0, 0.4937, 32.08
286.0, 0.4886, 32.46
287.0, 0.4837, 32.83
288.0, 0.4788, 33.21
289.0, 0.4739, 33.58
290.0, 0.4696, 33.92
291.0, 0.4652, 34.26
292.0, 0.4608, 34.61
293.0, 0.4565, 34.95
294.0, 0.4519, 35.33
295.0, 0.4475, 35.69
296.0, 0.4432, 36.04
297.0, 0.4394, 36.36
298.0, 0.4371, 36.55
299.0, 0.4307, 37.09
300.0, 0.4267, 37.44
301.0, 0.4229, 37.77
302.0, 0.4194, 38.07
303.0, 0.4160, 38.37
304.0, 0.4128, 38.65
305.0, 0.4091, 38.98
306.0, 0.4055, 39.31
307.0, 0.4020, 39.63
308.0, 0.3985, 39.94
309.0, 0.3951, 40.27
310.0, 0.3914, 40.61
311.0, 0.3879, 40.94
312.0, 0.3846, 41.25
313.0, 0.3812, 41.57
314.0, 0.3781, 41.87
315.0, 0.3749, 42.18
316.0, 0.3719, 42.48
317.0, 0.3684, 42.81
318.0, 0.3648, 43.17
319.0, 0.3613, 43.52
320.0, 0.3578, 43.87
321.0, 0.3545, 44.20
322.0, 0.3510, 44.56
323.0, 0.3478, 44.90
324.0, 0.3443, 45.26
325.0, 0.3412, 45.58
326.0, 0.3379, 45.93
327.0, 0.3347, 46.27
328.0, 0.3319, 46.57
329.0, 0.3290, 46.88
330.0, 0.3272, 47.07
331.0, 0.3220, 47.65
332.0, 0.3188, 47.99
333.0, 0.3153, 48.38
334.0, 0.3121, 48.74
335.0, 0.3090, 49.09
336.0, 0.3060, 49.43
337.0, 0.3031, 49.76
338.0, 0.3003, 50.08
339.0, 0.2985, 50.30
340.0, 0.2898, 51.31
341.0, 0.2875, 51.58
342.0, 0.2848, 51.91
343.0, 0.2822, 52.22
344.0, 0.2796, 52.53
345.0, 0.2766, 52.90
346.0, 0.2740, 53.21
347.0, 0.2712, 53.55
348.0, 0.2690, 53.83
349.0, 0.2668, 54.11
350.0, 0.2650, 54.33
351.0, 0.2625, 54.63
352.0, 0.2603, 54.91
353.0, 0.2584, 55.16
354.0, 0.2556, 55.51
