# Constructed from biom file																							
#OTU ID	S1	S10	S11	S12	S13	S15	S16	S17	S18	S2	S20	S21	S22	S23	S24	S3	S4	S5	S6	S7	S8	S9	Taxonomy
141	101	50	93	86	79	315	101	68	179	37	151	90	80	191	43	210	210	143	100	266	122	254	k__Bacteria; p__Actinobacteria; c__Thermoleophilia; o__Gaiellales; f__Gaiellaceae; g__Gaiella; s__occulta
142	536	29	72	0	408	44	187	65	203	294	35	32	17	59	0	96	174	475	122	27	0	80	k__Bacteria; p__Acidobacteria; c__Acidobacteriia; o__Acidobacteriales; f__Acidobacteriaceae; g__Telmatobacter; s__bradus
143	176	46	54	62	388	82	191	47	158	239	59	33	43	112	167	214	237	207	151	108	96	76	k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rhodospirillales; f__Acetobacteraceae
144	134	0	0	0	179	311	395	298	516	0	0	0	0	0	0	320	225	142	374	37	0	0	k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rhizobiales; f__Bradyrhizobiaceae
145	0	0	0	0	75	131	404	367	623	320	0	0	0	0	0	246	439	110	207	0	0	0	k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rhizobiales; f__Bradyrhizobiaceae
146	0	0	724	983	7	0	0	0	0	0	13	507	249	0	0	0	0	0	0	84	351	0	k__Bacteria; p__Actinobacteria; c__MB-A2-108; o__0319-7L14; f__; g__; s__
147	187	0	304	207	20	126	74	81	162	72	0	170	189	0	0	240	220	323	89	252	159	36	k__Bacteria; p__Actinobacteria
148	181	0	0	0	170	188	415	108	241	738	0	0	0	0	0	150	456	62	194	0	0	0	k__Bacteria; p__Actinobacteria; c__Actinobacteria; o__Actinomycetales; f__Mycobacteriaceae; g__Mycobacterium; s__gordonae
149	166	22	0	0	155	413	348	163	445	365	0	0	0	0	0	141	217	213	229	0	0	11	k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rhizobiales
150	0	0	0	0	0	66	513	218	753	0	0	0	0	0	0	99	274	64	900	0	0	0	k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rhodospirillales; f__Rhodospirillaceae
151	225	46	46	66	261	181	213	95	202	349	55	57	70	73	38	113	156	163	184	91	86	93	k__Bacteria; p__Actinobacteria; c__Actinobacteria; o__Actinomycetales; f__Mycobacteriaceae; g__Mycobacterium; s__gordonae
152	42	368	171	134	0	0	0	0	17	20	418	90	78	208	79	0	0	81	0	260	324	556	k__Bacteria; p__Actinobacteria; c__Actinobacteria; o__Actinomycetales; f__Thermomonosporaceae; g__Actinomadura
153	116	89	308	198	150	0	0	0	0	60	171	186	261	249	131	0	0	113	31	264	246	270	k__Bacteria; p__Chloroflexi; c__TK10; o__B07_WMSP1; f__; g__; s__
154	0	0	0	48	0	506	225	108	121	71	109	85	74	195	149	399	287	154	171	0	69	56	k__Bacteria; p__Acidobacteria; c__Solibacteres; o__Solibacterales; f__PK34; g__; s__
155	184	119	179	159	99	45	154	43	89	204	140	146	197	143	149	76	167	73	76	108	109	145	k__Bacteria; p__Actinobacteria; c__Actinobacteria; o__Actinomycetales
156	164	39	282	212	0	145	0	94	62	19	50	157	164	17	0	138	97	707	232	124	100	0	k__Bacteria; p__Actinobacteria; c__Thermoleophilia; o__Gaiellales; f__Gaiellaceae; g__Gaiella; s__occulta
157	179	116	109	100	263	143	132	91	171	69	95	96	90	57	31	143	114	306	126	54	133	175	k__Bacteria; p__Acidobacteria; c__Acidobacteriia; o__Acidobacteriales; f__Koribacteraceae
158	258	0	208	220	121	62	102	144	133	88	0	244	141	0	0	320	176	254	215	56	42	0	k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rhizobiales; f__Bradyrhizobiaceae
159	10	178	165	184	178	75	132	5	20	74	95	511	323	155	131	37	62	73	7	61	130	169	k__Bacteria; p__Firmicutes; c__Bacilli; o__Bacillales; f__Planococcaceae
160	189	0	0	0	166	229	231	438	495	227	0	0	0	5	0	230	152	280	129	0	0	0	k__Bacteria; p__Acidobacteria; c__DA052; o__Ellin6513; f__; g__; s__
161	213	0	211	175	268	124	48	89	80	37	0	498	193	64	0	95	99	136	169	167	85	0	k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rhizobiales; f__Bradyrhizobiaceae
162	74	116	166	151	161	164	307	64	63	113	77	227	219	27	38	94	225	62	83	77	171	34	k__Bacteria; p__Firmicutes; c__Bacilli; o__Bacillales; f__Planococcaceae
163	0	525	56	72	0	0	0	0	0	34	649	64	88	98	224	0	0	0	0	129	636	137	k__Bacteria; p__; c__; o__; f__; g__; s__
164	141	188	102	71	199	0	0	2	1	99	422	33	21	236	117	6	2	0	0	430	190	442	k__Bacteria; p__Actinobacteria; c__Actinobacteria; o__Actinomycetales; f__Thermomonosporaceae; g__Actinomadura; s__alba
165	93	115	128	151	162	55	38	91	64	53	106	261	401	75	62	53	88	131	124	160	210	79	k__Bacteria; p__Firmicutes; c__Bacilli; o__Bacillales; f__Bacillaceae; g__Bacillus; s__megaterium
166	178	0	0	0	118	176	263	90	305	876	0	0	0	0	0	170	203	51	268	0	0	0	k__Bacteria
167	28	0	0	0	102	571	602	110	358	77	0	0	0	0	0	197	238	68	332	0	0	0	k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rhizobiales; f__Xanthobacteraceae
168	55	44	0	0	438	112	119	198	544	139	75	0	0	386	52	29	34	35	234	92	15	66	k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rhodospirillales; f__Rhodospirillaceae
169	24	115	738	197	19	0	0	0	0	0	108	536	190	50	25	0	0	0	0	387	222	50	k__Bacteria; p__Actinobacteria; c__Actinobacteria; o__Actinomycetales; f__Micromonosporaceae; g__Micromonospora
170	122	41	179	99	159	0	159	87	112	236	38	148	162	117	46	127	152	106	369	40	70	91	k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rhizobiales; f__Bradyrhizobiaceae
171	85	37	444	494	37	0	0	0	0	23	173	442	414	0	37	0	0	0	0	167	304	0	k__Bacteria; p__Actinobacteria; c__Actinobacteria; o__Actinomycetales
172	33	241	55	306	0	65	46	49	23	0	111	101	376	231	38	134	83	48	0	241	95	375	k__Archaea; p__Crenarchaeota; c__MCG; o__pGrfC26; f__; g__; s__
173	205	0	125	99	343	83	253	123	131	96	0	0	106	92	0	117	170	135	254	213	0	92	k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rhizobiales; f__Bradyrhizobiaceae
174	0	466	96	535	0	0	0	0	0	0	344	55	184	201	13	0	0	0	0	80	533	124	k__Bacteria; p__Chloroflexi; c__Ktedonobacteria; o__; f__; g__; s__
175	0	138	619	538	0	0	0	0	0	0	49	362	632	6	0	0	0	0	0	47	202	35	k__Bacteria; p__Actinobacteria; c__Thermoleophilia; o__Gaiellales; f__Gaiellaceae; g__Gaiella; s__occulta
176	38	0	796	740	61	0	0	27	0	0	0	313	188	0	0	84	18	131	31	107	85	0	k__Bacteria; p__Actinobacteria; c__Thermoleophilia; o__Gaiellales; f__Gaiellaceae; g__Gaiella; s__occulta
177	0	671	140	531	0	0	0	0	0	0	0	23	238	479	13	0	0	0	0	87	59	377	k__Archaea; p__Crenarchaeota; c__Thaumarchaeota; o__Nitrososphaerales; f__Nitrososphaeraceae; g__; s__
178	0	92	261	276	0	0	0	13	0	0	286	266	423	218	168	0	8	52	0	154	306	92	k__Bacteria; p__Nitrospirae; c__Nitrospira; o__Nitrospirales; f__Nitrospiraceae; g__Nitrospira; s__calida
179	0	123	217	604	60	15	36	45	44	15	36	40	350	0	0	43	44	34	124	437	276	62	k__Archaea; p__Crenarchaeota; c__Thaumarchaeota; o__Nitrososphaerales; f__Nitrososphaeraceae; g__; s__
180	0	361	196	173	0	41	51	21	28	0	138	176	239	321	131	63	70	0	26	199	173	170	k__Bacteria; p__Proteobacteria; c__Deltaproteobacteria; o__Myxococcales; f__Cystobacteraceae
181	497	0	701	484	233	0	0	0	0	71	7	135	94	0	0	0	0	9	0	125	211	0	k__Bacteria
182	0	0	795	1092	59	0	0	0	0	0	0	288	145	0	0	0	0	0	0	30	117	0	k__Bacteria; p__Verrucomicrobia; c__[Spartobacteria]; o__[Chthoniobacterales]; f__[Chthoniobacteraceae]; g__DA101; s__
183	245	55	78	39	474	127	196	28	79	173	81	92	46	147	77	58	76	0	106	105	83	159	k__Bacteria; p__; c__; o__; f__; g__; s__
184	234	29	45	53	130	317	349	56	126	68	38	34	31	169	22	123	104	232	126	42	46	136	k__Bacteria; p__Acidobacteria; c__Acidobacteriia; o__Acidobacteriales; f__Acidobacteriaceae
185	101	0	478	482	97	0	29	153	120	0	31	421	179	22	4	119	40	21	46	79	33	54	k__Bacteria
186	222	0	55	28	522	259	224	68	144	61	41	25	24	163	0	96	176	32	114	208	46	0	k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rhizobiales; f__Bradyrhizobiaceae
187	208	0	0	0	269	260	414	62	88	424	0	7	0	0	0	286	294	60	135	0	0	0	k__Bacteria; p__Firmicutes; c__Bacilli; o__Bacillales; f__Planococcaceae
188	123	101	362	259	89	0	0	9	19	56	124	148	354	103	31	51	56	0	10	270	185	141	k__Bacteria; p__Actinobacteria; c__Thermoleophilia; o__Gaiellales; f__Gaiellaceae; g__Gaiella; s__occulta
189	0	0	0	0	22	28	561	112	386	610	0	0	0	0	0	120	487	0	162	0	0	0	k__Bacteria; p__Acidobacteria; c__Acidobacteriia; o__Acidobacteriales; f__Koribacteraceae; g__Candidatus Koribacter; s__versatilis
190	521	69	33	34	654	0	0	20	27	232	29	16	25	90	0	94	119	14	127	128	0	250	k__Bacteria; p__Actinobacteria; c__Thermoleophilia; o__Gaiellales; f__Gaiellaceae; g__Gaiella; s__occulta
191	52	195	108	144	45	0	147	57	129	197	131	146	123	67	100	93	145	94	69	135	191	109	k__Bacteria; p__Actinobacteria; c__Actinobacteria; o__Actinomycetales; f__Streptomycetaceae
192	0	392	36	17	0	0	37	0	0	0	492	31	35	237	186	0	19	0	0	95	348	545	k__Bacteria; p__Actinobacteria; c__Actinobacteria; o__Actinomycetales; f__Thermomonosporaceae; g__Actinomadura
193	0	340	52	62	0	0	0	0	0	22	123	66	141	165	929	0	0	0	0	78	217	270	k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rhodospirillales; f__Rhodospirillaceae
194	218	14	95	50	139	30	126	65	113	77	102	70	132	213	46	62	90	195	136	230	84	167	k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rhodospirillales; f__Acetobacteraceae
195	186	87	62	0	137	76	197	56	76	215	115	0	0	83	115	112	118	313	136	66	165	89	k__Bacteria; p__Acidobacteria; c__Acidobacteriia; o__Acidobacteriales
196	47	0	0	0	98	280	630	146	459	165	0	0	0	0	0	104	337	0	134	0	0	0	k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rhodospirillales; f__Rhodospirillaceae; g__Skermanella; s__xinjiangensis
197	0	87	208	183	0	0	0	0	0	0	85	114	173	148	31	0	0	0	0	819	317	235	k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rhodospirillales; f__Rhodospirillaceae
198	137	0	41	0	0	153	0	44	62	20	0	18	0	0	0	470	426	805	221	0	0	0	k__Bacteria; p__Actinobacteria; c__Thermoleophilia; o__Gaiellales; f__Gaiellaceae; g__Gaiella; s__occulta
199	65	379	91	58	70	74	0	0	0	115	144	67	78	190	138	98	172	29	0	67	46	495	k__Bacteria; p__Actinobacteria; c__Actinobacteria; o__Actinomycetales; f__Thermomonosporaceae; g__Actinomadura
200	87	200	134	130	129	0	59	42	54	147	127	142	196	211	58	58	81	66	94	96	156	106	k__Bacteria; p__Acidobacteria; c__Solibacteres; o__Solibacterales; f__MVS-65; g__; s__
201	51	146	173	375	97	5	14	2	4	40	112	0	171	476	0	32	20	0	2	163	76	409	k__Bacteria; p__Chloroflexi; c__Ktedonobacteria; o__Thermogemmatisporales; f__Thermogemmatisporaceae; g__; s__
202	112	158	17	0	86	128	279	0	0	157	101	29	0	156	117	146	159	88	117	76	61	376	k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rhodospirillales; f__Rhodospirillaceae
203	47	247	29	23	45	71	40	17	50	62	172	36	75	101	897	80	21	10	34	0	205	101	k__Bacteria
204	125	180	315	243	127	0	0	0	0	59	40	205	218	42	28	0	0	0	0	357	279	135	k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rhodospirillales; f__Rhodospirillaceae
205	6	34	265	254	10	26	0	5	6	28	203	233	345	98	20	8	12	0	5	429	265	90	k__Bacteria; p__Acidobacteria; c__Solibacteres; o__Solibacterales
206	0	282	139	89	0	0	0	0	0	0	535	85	102	214	357	0	0	0	0	149	194	190	k__Bacteria; p__Actinobacteria; c__Actinobacteria; o__Actinomycetales; f__Thermomonosporaceae; g__Actinomadura
207	0	0	0	0	75	215	583	214	578	47	0	0	0	0	0	101	229	71	222	0	0	0	k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rhizobiales
208	56	132	190	215	40	16	0	0	26	22	114	197	242	100	33	151	54	181	31	270	93	167	k__Bacteria; p__Proteobacteria; c__Deltaproteobacteria; o__Myxococcales; f__Cystobacteraceae; g__Cystobacter
209	27	44	34	0	184	140	151	113	249	238	63	0	0	111	21	201	369	0	219	24	62	77	k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Caulobacterales; f__Caulobacteraceae; g__Nitrobacteria; s__hamadaniensis
210	254	33	124	132	114	190	61	29	59	60	29	155	109	73	41	69	65	130	122	360	61	54	k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rhizobiales; f__Bradyrhizobiaceae
211	378	0	10	11	342	86	276	71	255	170	19	9	5	18	0	119	177	208	144	4	0	12	k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rhizobiales; f__Beijerinckiaceae; g__Methylocapsa
212	424	0	0	0	384	29	263	39	75	349	0	0	0	0	0	282	60	370	38	0	0	0	k__Bacteria; p__Verrucomicrobia; c__[Spartobacteria]; o__[Chthoniobacterales]; f__[Chthoniobacteraceae]; g__Candidatus Xiphinematobacter; s__
213	23	0	0	0	14	14	281	157	729	178	0	0	0	0	0	188	409	18	297	0	0	0	k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rhodospirillales; f__Rhodospirillaceae
214	223	70	41	64	145	74	150	97	184	259	35	62	73	58	25	77	113	27	328	34	88	75	k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rhizobiales
215	76	0	38	30	132	257	225	85	249	63	57	79	31	74	17	193	229	60	329	0	0	67	k__Bacteria; p__; c__; o__; f__; g__; s__
216	155	4	47	19	117	536	184	122	254	38	8	38	29	49	7	83	237	4	204	89	16	49	k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria
217	160	131	77	37	58	0	0	0	0	253	449	0	0	121	86	0	0	0	0	338	467	106	k__Bacteria; p__Actinobacteria; c__Actinobacteria; o__Actinomycetales
218	108	19	47	40	226	83	166	153	394	131	71	51	36	92	0	87	91	13	270	65	0	127	k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rhizobiales; f__Beijerinckiaceae; g__Methylocapsa
219	260	0	206	306	183	234	26	107	28	13	0	279	63	14	0	189	65	63	86	145	0	0	k__Bacteria; p__Bacteroidetes; c__Flavobacteriia; o__Flavobacteriales; f__Flavobacteriaceae
220	0	0	443	1082	0	0	0	0	0	0	29	191	319	104	0	0	0	0	0	55	0	31	k__Bacteria; p__Chloroflexi; c__Ktedonobacteria; o__Thermogemmatisporales; f__Thermogemmatisporaceae; g__; s__
221	33	304	159	475	15	6	5	13	26	13	117	83	246	170	15	17	12	12	0	85	11	384	k__Archaea; p__Euryarchaeota; c__Methanomicrobia; o__Methanocellales; f__Methanocellaceae; g__Methanocella; s__
222	0	1531	0	0	0	0	0	0	0	0	357	0	0	0	18	0	0	0	0	0	271	0	k__Bacteria
223	55	65	127	161	189	0	79	60	46	67	55	132	113	109	33	75	34	133	50	272	92	221	k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rhizobiales; f__Beijerinckiaceae; g__Methylocapsa
224	42	126	82	67	25	48	35	25	65	129	211	144	50	215	98	55	42	95	51	57	178	327	k__Bacteria; p__Acidobacteria; c__Acidobacteriia; o__Acidobacteriales
225	20	141	217	264	0	0	0	0	0	0	222	269	399	35	21	0	0	0	0	170	383	25	k__Bacteria; p__Actinobacteria; c__Actinobacteria; o__Actinomycetales; f__Micromonosporaceae
226	100	0	0	0	0	193	35	87	57	84	0	6	0	58	0	576	311	484	133	11	11	17	k__Bacteria
227	113	0	0	0	135	130	522	107	176	114	62	0	0	0	0	218	409	79	92	0	0	0	k__Bacteria; p__Actinobacteria; c__Actinobacteria; o__Actinomycetales; f__Thermomonosporaceae; g__Actinomadura
228	67	123	170	78	81	0	25	16	37	44	74	114	162	112	56	44	0	207	67	234	222	211	k__Bacteria; p__Chloroflexi; c__TK10; o__B07_WMSP1
229	209	0	291	241	45	62	19	124	93	41	20	144	109	31	0	102	72	134	49	244	90	22	k__Bacteria; p__Actinobacteria; c__Thermoleophilia; o__Gaiellales; f__Gaiellaceae; g__Gaiella; s__occulta
230	0	0	473	450	22	0	0	29	0	0	0	793	323	0	0	0	0	25	0	0	13	0	k__Bacteria; p__Acidobacteria; c__Acidobacteria-6; o__iii1-15; f__; g__; s__
231	130	23	0	0	73	38	89	170	182	184	23	0	18	52	78	460	350	15	188	0	0	48	k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rhodospirillales; f__Acetobacteraceae
232	261	65	35	30	74	79	147	36	115	325	56	22	61	62	29	82	79	63	102	147	168	70	k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rhodospirillales; f__Rhodospirillaceae
233	35	0	0	0	64	419	636	81	114	99	0	0	0	0	0	193	369	29	42	14	0	0	k__Bacteria; p__Chloroflexi; c__Ktedonobacteria; o__Thermogemmatisporales; f__Thermogemmatisporaceae; g__; s__
234	110	33	43	52	282	128	149	85	99	55	0	40	61	108	50	81	133	250	182	63	28	61	k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rhizobiales; f__Beijerinckiaceae; g__Methylocapsa
235	223	0	0	0	446	98	247	32	108	220	0	0	0	98	0	165	239	58	150	0	0	0	k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rhodospirillales; f__Acetobacteraceae
236	0	44	386	271	19	0	0	0	0	0	192	259	355	46	0	0	0	0	0	139	340	33	k__Bacteria; p__Actinobacteria; c__Thermoleophilia; o__Gaiellales; f__Gaiellaceae; g__Gaiella; s__occulta
237	136	58	24	0	35	0	55	73	91	448	64	0	22	179	106	305	103	49	113	55	62	105	k__Bacteria
238	76	59	89	71	152	56	160	91	114	99	64	108	196	0	0	107	158	162	144	31	113	32	k__Bacteria; p__Firmicutes; c__Bacilli; o__Bacillales; f__Planococcaceae
239	59	0	0	0	113	65	244	222	115	323	0	0	0	0	24	473	399	26	19	0	0	0	k__Bacteria; p__Acidobacteria; c__DA052; o__Ellin6513; f__; g__; s__
240	12	280	98	45	0	0	0	0	0	44	252	123	149	203	227	0	0	0	0	96	272	273	k__Bacteria
241	256	0	0	0	107	0	249	0	0	668	267	0	0	44	28	105	247	0	0	29	71	0	k__Bacteria; p__Actinobacteria; c__Thermoleophilia; o__Gaiellales; f__Gaiellaceae; g__Gaiella; s__occulta
242	0	400	47	171	0	0	0	0	0	0	358	47	184	228	33	0	0	0	0	88	400	110	k__Bacteria; p__Chloroflexi; c__Ktedonobacteria; o__; f__; g__; s__
243	0	150	109	85	0	41	0	29	28	15	247	214	205	287	124	23	26	38	0	100	146	191	k__Bacteria
244	0	43	238	221	0	0	0	40	43	0	139	226	219	47	18	0	0	120	64	303	283	53	k__Bacteria; p__Actinobacteria; c__Actinobacteria; o__Actinomycetales; f__Micromonosporaceae
245	0	30	178	117	0	0	0	0	0	0	348	106	199	51	28	0	0	0	0	361	590	34	k__Bacteria; p__Actinobacteria; c__Thermoleophilia; o__Gaiellales; f__Gaiellaceae; g__Gaiella; s__occulta
246	172	45	71	42	310	74	180	30	116	101	65	43	58	94	32	58	130	33	41	144	86	109	k__Bacteria; p__Actinobacteria; c__Actinobacteria; o__Actinomycetales
247	271	0	0	0	353	95	42	89	105	66	24	0	0	30	0	86	35	400	425	0	0	5	k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria
248	55	169	206	86	215	0	0	0	0	298	179	96	124	113	68	0	0	0	0	85	74	252	k__Bacteria
249	133	124	29	0	129	5	79	32	102	207	90	50	114	77	173	55	145	47	75	56	164	121	k__Bacteria; p__Firmicutes; c__Bacilli; o__Bacillales; f__Planococcaceae
250	110	24	52	23	147	122	248	54	91	31	51	16	19	112	18	64	259	339	46	53	25	100	k__Bacteria; p__Actinobacteria; c__Actinobacteria; o__Actinomycetales
251	112	47	318	349	0	0	0	18	0	38	22	220	320	0	0	0	0	22	53	234	173	71	k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rhizobiales; f__Xanthobacteraceae
252	0	405	91	59	0	0	0	0	0	0	304	57	245	173	102	0	0	0	0	127	263	157	k__Bacteria; p__Proteobacteria; c__Deltaproteobacteria; o__Myxococcales; f__Cystobacteraceae
253	267	141	73	46	301	54	24	0	0	267	51	56	64	59	96	16	29	12	44	129	71	181	k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rhodospirillales; f__Rhodospirillaceae; g__Stella
254	28	0	0	0	95	360	271	48	111	16	7	0	0	142	16	256	144	218	82	95	20	51	k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria
255	0	471	71	39	0	0	0	0	0	0	113	78	83	325	239	0	0	0	0	81	160	299	k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rhodospirillales; f__Rhodospirillaceae; g__Stella
256	20	78	113	352	0	18	0	0	0	14	109	131	99	274	13	20	25	0	0	449	91	139	k__Bacteria; p__Chloroflexi; c__Ktedonobacteria; o__; f__; g__; s__
257	0	41	60	104	27	49	638	27	75	19	0	0	41	150	0	225	324	0	62	0	0	83	k__Bacteria; p__Chloroflexi; c__Ktedonobacteria; o__Thermogemmatisporales; f__Thermogemmatisporaceae; g__; s__
258	636	0	0	1	361	0	0	15	11	808	0	0	1	0	0	46	36	0	9	0	0	0	k__Bacteria; p__Actinobacteria; c__Actinobacteria; o__Actinomycetales
259	0	386	38	34	0	0	0	0	0	0	223	32	196	346	176	0	0	0	0	61	134	298	k__Bacteria; p__Proteobacteria; c__Deltaproteobacteria; o__Myxococcales; f__Cystobacteraceae
260	0	116	33	59	81	0	0	0	0	0	171	0	28	876	19	0	0	0	0	103	27	407	k__Bacteria; p__Chloroflexi; c__Ktedonobacteria; o__Thermogemmatisporales; f__Thermogemmatisporaceae; g__; s__
261	100	17	109	116	215	42	116	73	71	63	32	193	97	45	0	84	97	74	142	116	70	44	k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rhodospirillales; f__Rhodospirillaceae; g__Reyranella; s__massiliensis
262	76	0	29	25	86	301	189	70	142	33	24	39	44	54	20	78	222	276	78	34	38	57	k__Bacteria; p__Actinobacteria; c__Actinobacteria; o__Actinomycetales
263	43	0	0	0	164	140	353	77	131	118	0	0	0	0	0	300	303	6	280	0	0	0	k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rhodospirillales; f__Rhodospirillaceae
264	130	0	0	0	49	0	143	202	126	181	0	0	0	0	0	572	454	0	57	0	0	0	k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rhizobiales; f__Xanthobacteraceae
265	32	134	45	61	95	30	98	34	119	243	0	44	31	54	48	54	163	126	342	0	0	158	k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rhizobiales; f__Bradyrhizobiaceae
266	0	49	266	218	0	0	0	26	0	0	146	264	575	43	22	0	0	0	0	115	149	38	k__Bacteria; p__Proteobacteria
267	31	112	104	54	98	67	32	33	57	34	106	43	94	177	43	57	60	0	86	251	116	251	k__Bacteria; p__Chloroflexi; c__TK10; o__B07_WMSP1; f__; g__; s__
268	0	143	55	148	0	0	0	0	0	0	262	240	660	142	96	0	0	0	0	0	91	69	k__Bacteria; p__Proteobacteria; c__Deltaproteobacteria; o__Myxococcales; f__Cystobacteraceae; g__Cystobacter; s__fuscus
269	33	238	53	70	11	0	6	17	30	108	156	86	80	205	177	34	26	15	44	117	163	236	k__Bacteria; p__Acidobacteria; c__Solibacteres; o__Solibacterales; f__PK34; g__; s__
270	0	0	281	280	16	0	0	15	0	0	0	713	281	0	0	0	0	0	0	131	186	2	k__Bacteria; p__Acidobacteria; c__Solibacteres; o__Solibacterales
271	45	19	104	45	94	155	170	122	182	75	37	69	42	84	21	131	151	13	54	171	55	65	k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rhizobiales
272	13	177	22	60	0	0	0	10	18	0	165	9	38	529	11	35	0	386	88	72	104	163	k__Bacteria; p__Chloroflexi; c__Ktedonobacteria; o__JG30-KF-AS9; f__; g__; s__
273	285	86	60	77	124	51	31	22	24	55	125	44	161	11	29	111	152	224	54	29	125	18	k__Bacteria; p__Actinobacteria; c__Thermoleophilia; o__Gaiellales; f__Gaiellaceae; g__Gaiella; s__occulta
274	85	0	48	27	31	186	436	53	128	71	93	28	10	55	18	86	271	88	88	37	18	40	k__Bacteria; p__Actinobacteria; c__Actinobacteria; o__Actinomycetales; f__Thermomonosporaceae; g__Actinomadura
275	0	234	175	90	0	89	0	23	22	0	139	144	200	231	73	0	0	0	0	122	189	164	k__Bacteria; p__Acidobacteria; c__Solibacteres; o__Solibacterales
276	0	0	0	0	0	543	363	78	133	0	36	0	0	0	0	436	203	58	37	0	0	0	k__Bacteria
277	0	306	0	0	0	0	0	0	0	0	407	0	36	0	784	0	0	0	0	0	353	0	k__Bacteria
278	0	99	233	180	0	0	0	0	0	0	128	287	578	35	52	0	0	0	0	75	153	65	k__Bacteria; p__AD3; c__; o__; f__; g__; s__
279	0	69	362	173	0	0	0	0	0	0	81	133	176	97	17	0	0	0	0	474	168	134	k__Bacteria; p__Chloroflexi; c__TK10; o__B07_WMSP1; f__; g__; s__
280	0	336	0	0	0	0	0	0	39	34	197	0	17	471	178	0	0	0	21	91	173	326	k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rhodospirillales; f__Rhodospirillaceae
281	9	0	358	357	159	102	159	63	80	48	0	69	20	100	0	34	119	127	16	41	12	0	k__Bacteria; p__Chloroflexi; c__Ktedonobacteria; o__Ktedonobacterales; f__Ktedonobacteraceae; g__Ktedonobacter; s__racemifer
282	0	52	239	178	0	0	0	0	0	0	85	292	318	35	74	0	0	0	0	261	293	40	k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rhodospirillales; f__Rhodospirillaceae
283	295	29	105	35	191	0	57	93	116	92	24	11	54	24	0	118	165	201	96	99	34	24	k__Bacteria; p__Actinobacteria; c__Thermoleophilia; o__Solirubrobacterales; f__Conexibacteraceae; g__; s__
