;Permanent;Permanent;Permanent;Permanent;Permanent;Permanent;Permanent;Permanent;Permanent;Permanent;Permanent;Permanent;Seasonal;Seasonal;Seasonal;Seasonal;Seasonal;Seasonal;Seasonal;Seasonal;Seasonal;Seasonal;Seasonal;Seasonal
;Rainy;Rainy;Dry;Dry;Rainy;Rainy;Dry;Dry;Rainy;Rainy;Dry;Dry;Rainy;Rainy;Dry;Dry;Rainy;Rainy;Dry;Dry;Rainy;Rainy;Dry;Dry
;HA;Soil;HA;Soil;HA;Soil;HA;Soil;HA;Soil;HA;Soil;HA;Soil;HA;Soil;HA;Soil;HA;Soil;HA;Soil;AH;Soil
;P01;P01;P01;P01;P03;P03;P03;P03;P02;P02;P02;P02;P01;P01;P01;P01;P03;P03;P03;P03;P02;P02;P02;P02
Time;Counts;Counts;Counts;Counts;Counts;Counts;Counts;Counts;Counts;Counts;Counts;Counts;Counts;Counts;Counts;Counts;Counts;Counts;Counts;Counts;Counts;Counts;Counts;Counts
5.855;202.00;24203.00;1015.00;385.00;1735.00;2101.00;6483.00;0.00;1134.00;1475.00;13691.00;0.00;0.00;0.00;112504.00;0.00;1803.00;0.00;8397.00;0.00;1172.00;5001.00;2389.00;0.00
5.861;0.00;22476.00;815.00;236.00;2130.00;941.00;6781.00;0.00;1434.00;1253.00;12617.00;0.00;0.00;0.00;115527.00;0.00;1272.00;0.00;9443.00;0.00;830.00;5045.00;2519.00;0.00
5.866;0.00;23803.00;630.00;747.00;1193.00;1505.00;5542.00;366.00;1553.00;2048.00;12474.00;0.00;0.00;0.00;115641.00;0.00;1445.00;0.00;8208.00;0.00;867.00;4641.00;2254.00;0.00
5.872;334.00;22776.00;724.00;644.00;1743.00;950.00;5998.00;0.00;630.00;1755.00;13783.00;0.00;0.00;0.00;113514.00;0.00;1930.00;0.00;8662.00;0.00;1412.00;5230.00;2352.00;152.00
5.878;167.00;22354.00;1235.00;811.00;1567.00;1142.00;5632.00;164.00;975.00;1660.00;12752.00;152.00;0.00;0.00;117430.00;0.00;1505.00;0.00;7388.00;0.00;1372.00;3900.00;2055.00;0.00
5.884;0.00;22175.00;658.00;586.00;1799.00;1208.00;6910.00;211.00;841.00;1100.00;12492.00;175.00;0.00;0.00;116056.00;0.00;1687.00;158.00;8683.00;0.00;1097.00;4191.00;2740.00;0.00
5.889;0.00;23537.00;630.00;438.00;1769.00;1641.00;5902.00;0.00;821.00;1482.00;14731.00;200.00;0.00;0.00;113372.00;0.00;1884.00;0.00;8142.00;0.00;960.00;4636.00;2102.00;0.00
5.895;0.00;22978.00;1114.00;547.00;1739.00;1128.00;5605.00;0.00;648.00;1905.00;13499.00;0.00;0.00;0.00;114786.00;0.00;1514.00;0.00;8649.00;0.00;1266.00;4125.00;3018.00;0.00
5.901;0.00;23227.00;946.00;566.00;1630.00;829.00;5779.00;174.00;1058.00;1386.00;12666.00;0.00;0.00;0.00;115085.00;0.00;1906.00;0.00;8912.00;0.00;1000.00;4028.00;2328.00;0.00
5.906;195.00;24194.00;949.00;408.00;1656.00;1043.00;5667.00;0.00;1263.00;1930.00;12650.00;152.00;0.00;0.00;114120.00;0.00;2305.00;0.00;9154.00;0.00;1530.00;4319.00;2555.00;0.00
5.912;0.00;22812.00;939.00;163.00;1785.00;1122.00;5733.00;286.00;1386.00;1088.00;13436.00;0.00;0.00;0.00;112604.00;0.00;2154.00;0.00;9855.00;0.00;1030.00;4110.00;3010.00;0.00
5.918;343.00;22220.00;766.00;303.00;1855.00;1353.00;5494.00;311.00;543.00;1566.00;13513.00;0.00;0.00;0.00;117116.00;0.00;1677.00;0.00;8174.00;0.00;936.00;3557.00;2649.00;313.00
5.924;0.00;21462.00;793.00;860.00;1839.00;1151.00;6457.00;0.00;1262.00;1712.00;13826.00;0.00;0.00;0.00;114815.00;0.00;2117.00;158.00;7784.00;0.00;1609.00;4131.00;2515.00;175.00
5.929;0.00;23398.00;1292.00;503.00;1917.00;1179.00;6658.00;156.00;978.00;2203.00;14002.00;0.00;0.00;0.00;114919.00;0.00;1836.00;0.00;8224.00;0.00;1063.00;3984.00;3019.00;0.00
5.935;0.00;23915.00;782.00;438.00;1726.00;869.00;6351.00;187.00;1438.00;1894.00;12957.00;328.00;0.00;0.00;114055.00;0.00;2078.00;0.00;9426.00;0.00;1428.00;4022.00;2802.00;0.00
5.941;0.00;23273.00;1125.00;219.00;1480.00;1069.00;6957.00;344.00;759.00;1504.00;13198.00;0.00;0.00;0.00;113688.00;0.00;2058.00;0.00;9114.00;0.00;1245.00;3612.00;2817.00;0.00
5.947;0.00;22985.00;800.00;385.00;1666.00;1095.00;6329.00;158.00;564.00;1491.00;12907.00;211.00;0.00;0.00;113830.00;0.00;2275.00;0.00;7878.00;163.00;1435.00;4769.00;2808.00;178.00
5.952;0.00;22846.00;726.00;459.00;1498.00;898.00;5922.00;225.00;1101.00;1592.00;13766.00;0.00;0.00;0.00;112900.00;0.00;2216.00;0.00;9255.00;0.00;1084.00;4469.00;2266.00;0.00
5.958;0.00;22987.00;861.00;556.00;1518.00;1089.00;6467.00;0.00;1354.00;1829.00;12883.00;0.00;0.00;0.00;112919.00;0.00;2147.00;0.00;8584.00;0.00;1068.00;4122.00;2312.00;0.00
5.964;0.00;22332.00;1325.00;517.00;1500.00;895.00;6428.00;183.00;1466.00;1460.00;14036.00;152.00;0.00;0.00;112886.00;0.00;1857.00;0.00;9098.00;0.00;1225.00;4288.00;2329.00;185.00
5.969;0.00;23084.00;1131.00;654.00;1611.00;1475.00;5817.00;177.00;506.00;1896.00;13749.00;156.00;0.00;0.00;115265.00;0.00;2308.00;0.00;8039.00;0.00;710.00;4605.00;2747.00;0.00
5.975;155.00;22930.00;978.00;690.00;1705.00;903.00;7539.00;155.00;1214.00;1736.00;13247.00;157.00;0.00;0.00;114546.00;0.00;2576.00;0.00;8357.00;0.00;1018.00;4416.00;2488.00;261.00
5.981;0.00;22532.00;864.00;699.00;2144.00;980.00;6759.00;0.00;1083.00;1178.00;14675.00;335.00;0.00;0.00;114943.00;0.00;1822.00;183.00;8792.00;0.00;1013.00;4645.00;2758.00;175.00
5.987;0.00;23665.00;1015.00;461.00;1065.00;1423.00;6203.00;0.00;1175.00;1662.00;13011.00;0.00;0.00;154.00;115033.00;0.00;2449.00;0.00;8438.00;0.00;1258.00;3630.00;2666.00;0.00
5.992;203.00;23802.00;1418.00;937.00;1594.00;1557.00;6053.00;0.00;1082.00;1717.00;14012.00;0.00;0.00;0.00;113666.00;0.00;1918.00;0.00;8704.00;0.00;1496.00;3948.00;2753.00;0.00
5.998;0.00;24051.00;1234.00;428.00;1815.00;1134.00;7284.00;0.00;981.00;2262.00;14272.00;0.00;0.00;0.00;115932.00;0.00;3072.00;0.00;8906.00;0.00;1349.00;4388.00;2948.00;0.00
6.004;0.00;22860.00;1121.00;350.00;1972.00;995.00;5808.00;0.00;1055.00;1606.00;13554.00;0.00;0.00;196.00;111942.00;0.00;2222.00;0.00;8809.00;0.00;534.00;5248.00;3267.00;0.00
6.009;202.00;23926.00;1511.00;245.00;1294.00;920.00;7551.00;0.00;910.00;1638.00;14371.00;171.00;0.00;0.00;114803.00;0.00;2657.00;0.00;8606.00;0.00;1104.00;4335.00;2420.00;178.00
6.015;0.00;22012.00;1518.00;558.00;1639.00;1154.00;6494.00;0.00;1565.00;1871.00;14463.00;157.00;0.00;0.00;113211.00;0.00;1830.00;185.00;8525.00;0.00;918.00;3426.00;2558.00;0.00
6.021;0.00;22710.00;831.00;352.00;2045.00;1330.00;6873.00;0.00;1207.00;1723.00;12655.00;0.00;166.00;0.00;112130.00;0.00;2247.00;0.00;8291.00;0.00;1116.00;4597.00;2620.00;0.00
6.027;0.00;21852.00;1187.00;674.00;2043.00;1162.00;6954.00;0.00;991.00;1800.00;13032.00;176.00;0.00;0.00;113228.00;0.00;2251.00;0.00;8853.00;0.00;1555.00;3673.00;2928.00;157.00
6.032;0.00;21292.00;1078.00;385.00;1447.00;1516.00;7197.00;0.00;1043.00;1919.00;15556.00;175.00;0.00;0.00;112278.00;0.00;2555.00;181.00;8874.00;0.00;1158.00;4180.00;2487.00;0.00
6.038;0.00;22105.00;1356.00;725.00;1792.00;844.00;6578.00;323.00;812.00;1658.00;14313.00;0.00;0.00;0.00;112872.00;0.00;2808.00;0.00;7799.00;0.00;1237.00;3884.00;2820.00;0.00
6.044;175.00;22738.00;1193.00;403.00;1466.00;944.00;7203.00;465.00;989.00;1072.00;13707.00;0.00;0.00;0.00;112793.00;0.00;2484.00;0.00;8188.00;0.00;620.00;4315.00;2848.00;0.00
6.050;0.00;21732.00;1421.00;477.00;1679.00;1658.00;6232.00;182.00;1351.00;1247.00;13524.00;0.00;0.00;0.00;111983.00;0.00;2670.00;0.00;8403.00;0.00;736.00;4262.00;2733.00;0.00
6.055;0.00;22005.00;1329.00;922.00;1818.00;983.00;6717.00;0.00;750.00;1809.00;13584.00;0.00;0.00;0.00;113923.00;0.00;2215.00;0.00;7889.00;0.00;1179.00;4933.00;2686.00;151.00
6.061;0.00;22647.00;1494.00;669.00;1215.00;2028.00;5863.00;393.00;850.00;2647.00;15165.00;359.00;0.00;0.00;115680.00;0.00;3126.00;0.00;8186.00;0.00;1410.00;4229.00;2517.00;173.00
6.067;152.00;21685.00;1326.00;840.00;2055.00;554.00;6906.00;0.00;964.00;1803.00;14243.00;177.00;178.00;0.00;114550.00;0.00;2882.00;0.00;8883.00;0.00;1109.00;3682.00;3199.00;165.00
6.072;151.00;22237.00;1065.00;603.00;1571.00;1599.00;7294.00;151.00;783.00;1823.00;12702.00;159.00;0.00;0.00;114307.00;0.00;2823.00;0.00;8905.00;0.00;737.00;3878.00;2611.00;0.00
6.078;223.00;22538.00;1601.00;694.00;1601.00;1255.00;6402.00;151.00;880.00;1703.00;14012.00;0.00;0.00;0.00;113964.00;0.00;2609.00;225.00;8222.00;0.00;723.00;4381.00;2787.00;189.00
6.084;0.00;20810.00;1598.00;822.00;2087.00;1502.00;5701.00;0.00;868.00;2090.00;15385.00;0.00;0.00;0.00;115240.00;0.00;3593.00;0.00;8290.00;0.00;808.00;3921.00;3066.00;0.00
6.090;173.00;19798.00;1929.00;402.00;1714.00;1811.00;7591.00;152.00;847.00;2085.00;15301.00;0.00;184.00;0.00;114770.00;0.00;3197.00;0.00;8130.00;0.00;1299.00;4364.00;3232.00;331.00
6.095;0.00;22360.00;1001.00;635.00;1516.00;1298.00;6947.00;0.00;808.00;1263.00;15688.00;178.00;197.00;0.00;115749.00;0.00;3163.00;0.00;8577.00;0.00;1132.00;4332.00;2658.00;0.00
6.101;0.00;22348.00;1444.00;942.00;1115.00;1619.00;6059.00;0.00;739.00;1591.00;14773.00;0.00;0.00;0.00;115406.00;0.00;2871.00;0.00;9506.00;0.00;1269.00;4450.00;2932.00;155.00
6.107;0.00;23010.00;1792.00;383.00;1857.00;1138.00;6833.00;0.00;974.00;1405.00;14992.00;165.00;0.00;0.00;115766.00;0.00;2591.00;0.00;8878.00;0.00;1116.00;4186.00;3136.00;0.00
6.112;0.00;23105.00;1410.00;484.00;2077.00;915.00;7535.00;177.00;838.00;1862.00;15335.00;0.00;0.00;0.00;115347.00;0.00;3101.00;0.00;8481.00;0.00;841.00;4160.00;2973.00;309.00
6.118;0.00;21267.00;1213.00;528.00;1147.00;971.00;6101.00;364.00;784.00;1428.00;14463.00;0.00;0.00;163.00;116989.00;0.00;3227.00;0.00;7689.00;0.00;1152.00;3988.00;2978.00;197.00
6.124;0.00;22205.00;1222.00;707.00;1476.00;942.00;6826.00;187.00;1321.00;1875.00;14951.00;0.00;0.00;201.00;114018.00;0.00;3555.00;0.00;9399.00;0.00;1783.00;4069.00;3324.00;0.00
6.130;0.00;21722.00;1200.00;420.00;1462.00;963.00;7495.00;313.00;1081.00;1709.00;15205.00;0.00;0.00;0.00;112975.00;0.00;3408.00;0.00;9195.00;0.00;1339.00;4025.00;2932.00;0.00
6.135;384.00;23773.00;1453.00;914.00;1474.00;2033.00;8217.00;341.00;918.00;2011.00;15547.00;0.00;0.00;0.00;116228.00;0.00;3709.00;0.00;9111.00;0.00;1112.00;4062.00;3690.00;0.00
6.141;0.00;22145.00;1363.00;426.00;1240.00;1720.00;7207.00;0.00;794.00;1622.00;16563.00;161.00;0.00;0.00;113903.00;0.00;3539.00;0.00;8682.00;0.00;1186.00;4273.00;3231.00;163.00
6.147;0.00;22424.00;1759.00;578.00;1450.00;1021.00;6726.00;0.00;1476.00;2236.00;15523.00;153.00;0.00;0.00;115957.00;0.00;4455.00;0.00;8308.00;0.00;998.00;3583.00;3397.00;398.00
6.153;0.00;23337.00;1512.00;1164.00;1622.00;858.00;7313.00;319.00;890.00;2014.00;15972.00;189.00;0.00;0.00;115771.00;0.00;3900.00;0.00;8872.00;0.00;1698.00;4051.00;2571.00;152.00
6.158;0.00;20533.00;1448.00;946.00;1381.00;1278.00;7878.00;0.00;1676.00;1526.00;16340.00;0.00;0.00;0.00;116465.00;0.00;3837.00;0.00;8108.00;0.00;1403.00;3446.00;3406.00;345.00
6.164;306.00;22189.00;1616.00;818.00;1761.00;1449.00;7448.00;0.00;797.00;1801.00;15085.00;343.00;0.00;0.00;116692.00;0.00;4276.00;0.00;8544.00;0.00;890.00;3960.00;3662.00;0.00
6.170;187.00;20964.00;1260.00;567.00;1781.00;1380.00;7433.00;0.00;1107.00;1661.00;15687.00;338.00;0.00;0.00;115370.00;0.00;3416.00;0.00;8599.00;0.00;1453.00;3644.00;3277.00;0.00
6.175;187.00;22301.00;1368.00;0.00;1840.00;1924.00;7489.00;232.00;1702.00;1125.00;15611.00;0.00;0.00;0.00;116249.00;0.00;3907.00;0.00;8984.00;0.00;1056.00;3713.00;3572.00;152.00
6.181;0.00;21256.00;1351.00;520.00;1990.00;1176.00;7323.00;0.00;469.00;1914.00;16505.00;159.00;0.00;0.00;117504.00;0.00;3742.00;0.00;8612.00;0.00;932.00;3766.00;3802.00;0.00
6.187;416.00;21983.00;1564.00;774.00;1904.00;950.00;7531.00;0.00;1321.00;1325.00;14874.00;153.00;174.00;0.00;116285.00;0.00;3818.00;0.00;8023.00;0.00;618.00;4377.00;3373.00;153.00
6.193;0.00;21436.00;1635.00;684.00;1224.00;1212.00;7257.00;0.00;1146.00;1270.00;16216.00;0.00;150.00;0.00;118553.00;0.00;4412.00;0.00;8288.00;0.00;1149.00;4392.00;3792.00;159.00
6.198;475.00;21365.00;2043.00;728.00;1759.00;879.00;7240.00;173.00;696.00;2186.00;15347.00;421.00;0.00;0.00;115110.00;0.00;4469.00;0.00;8177.00;0.00;1067.00;4024.00;3331.00;0.00
6.204;361.00;22639.00;1484.00;607.00;1595.00;1730.00;6970.00;476.00;1064.00;2251.00;15434.00;0.00;0.00;0.00;116155.00;0.00;4141.00;0.00;8492.00;0.00;1039.00;4972.00;3222.00;0.00
6.210;383.00;21851.00;1708.00;873.00;1689.00;1367.00;6358.00;169.00;1318.00;1416.00;14531.00;0.00;0.00;0.00;116103.00;0.00;4690.00;0.00;8264.00;0.00;1183.00;5059.00;3036.00;0.00
6.215;152.00;21401.00;1941.00;431.00;1932.00;1300.00;8199.00;0.00;1360.00;1065.00;16336.00;0.00;154.00;0.00;118011.00;0.00;4654.00;0.00;8458.00;0.00;1072.00;3851.00;2992.00;0.00
6.221;182.00;21756.00;1936.00;345.00;1359.00;1124.00;7737.00;0.00;1223.00;1523.00;16199.00;0.00;0.00;0.00;117716.00;0.00;4591.00;0.00;8675.00;0.00;1241.00;3599.00;3658.00;261.00
6.227;197.00;21722.00;2043.00;577.00;1339.00;1228.00;8468.00;0.00;824.00;1542.00;15578.00;166.00;0.00;0.00;116446.00;0.00;4389.00;154.00;7690.00;0.00;656.00;3748.00;2522.00;0.00
6.233;490.00;23104.00;1607.00;178.00;1937.00;1089.00;7799.00;0.00;1382.00;1915.00;16087.00;0.00;0.00;0.00;116894.00;0.00;4170.00;0.00;9504.00;0.00;931.00;4436.00;3213.00;169.00
6.238;0.00;22420.00;1478.00;738.00;1616.00;1520.00;8599.00;236.00;1147.00;1846.00;14909.00;200.00;0.00;151.00;116606.00;0.00;5234.00;0.00;8776.00;0.00;932.00;4315.00;3407.00;0.00
6.244;0.00;22487.00;2449.00;672.00;1288.00;1507.00;7913.00;0.00;1309.00;1915.00;15700.00;244.00;0.00;0.00;115055.00;0.00;4655.00;163.00;9416.00;0.00;1495.00;4195.00;3861.00;208.00
6.250;0.00;22172.00;1334.00;899.00;1132.00;1459.00;8060.00;226.00;536.00;1908.00;17042.00;159.00;0.00;0.00;117537.00;0.00;4190.00;0.00;8314.00;0.00;1395.00;3886.00;3666.00;0.00
6.256;166.00;20196.00;1619.00;635.00;2008.00;939.00;7703.00;270.00;718.00;2543.00;15348.00;0.00;0.00;0.00;116605.00;0.00;5277.00;0.00;8647.00;0.00;1596.00;3654.00;3830.00;0.00
6.261;0.00;22064.00;1453.00;686.00;1215.00;986.00;8402.00;0.00;473.00;1434.00;16377.00;0.00;0.00;0.00;118666.00;0.00;4874.00;0.00;9176.00;0.00;1306.00;3397.00;3564.00;167.00
6.267;0.00;22218.00;1722.00;630.00;2012.00;1214.00;6941.00;210.00;960.00;1905.00;16340.00;0.00;0.00;0.00;117988.00;0.00;5721.00;164.00;8269.00;0.00;1095.00;3698.00;3564.00;0.00
6.273;0.00;20993.00;1341.00;508.00;1467.00;1595.00;8996.00;0.00;1537.00;1995.00;15779.00;326.00;0.00;0.00;118133.00;0.00;4550.00;0.00;8808.00;0.00;1046.00;4037.00;3795.00;0.00
6.278;198.00;23632.00;1793.00;652.00;966.00;1635.00;8444.00;0.00;1405.00;1450.00;17075.00;0.00;0.00;150.00;119216.00;0.00;4479.00;0.00;9402.00;0.00;1196.00;4711.00;3367.00;150.00
6.284;0.00;21926.00;1458.00;372.00;1674.00;1260.00;8859.00;161.00;681.00;1935.00;16459.00;191.00;0.00;0.00;117917.00;0.00;5221.00;0.00;7915.00;0.00;1292.00;4463.00;3201.00;214.00
6.290;189.00;20424.00;1542.00;573.00;1465.00;1342.00;8145.00;234.00;776.00;1630.00;16205.00;186.00;0.00;0.00;119278.00;0.00;5203.00;0.00;9499.00;0.00;1205.00;3330.00;3334.00;0.00
6.296;0.00;21529.00;1198.00;434.00;1168.00;1067.00;7900.00;0.00;1139.00;1447.00;16576.00;0.00;0.00;0.00;118931.00;0.00;5097.00;174.00;7566.00;0.00;851.00;4221.00;3477.00;271.00
6.301;169.00;21571.00;1560.00;581.00;1148.00;1273.00;8347.00;329.00;1079.00;2061.00;17668.00;185.00;0.00;0.00;116203.00;0.00;6311.00;0.00;8932.00;0.00;1202.00;3786.00;4097.00;0.00
6.307;227.00;21348.00;2184.00;519.00;1705.00;1160.00;6611.00;0.00;1512.00;1594.00;16932.00;209.00;174.00;0.00;116209.00;0.00;4982.00;0.00;8891.00;0.00;1140.00;4231.00;3415.00;176.00
6.313;359.00;21067.00;2010.00;964.00;1943.00;636.00;8024.00;170.00;1104.00;1723.00;17013.00;0.00;152.00;0.00;118053.00;0.00;5281.00;0.00;9106.00;0.00;1074.00;3401.00;3731.00;0.00
6.318;0.00;22340.00;2207.00;811.00;1549.00;915.00;8865.00;0.00;983.00;2246.00;16405.00;0.00;0.00;0.00;117490.00;0.00;5316.00;0.00;9076.00;0.00;1146.00;3856.00;3857.00;0.00
6.324;0.00;22370.00;1337.00;483.00;1607.00;1079.00;7577.00;0.00;770.00;1937.00;15965.00;245.00;0.00;0.00;118605.00;0.00;5261.00;0.00;9244.00;0.00;940.00;4277.00;3547.00;233.00
6.330;186.00;20981.00;2047.00;564.00;1461.00;1346.00;8143.00;155.00;1339.00;1437.00;17748.00;0.00;0.00;224.00;119053.00;0.00;5035.00;0.00;9471.00;0.00;1052.00;4070.00;3892.00;150.00
6.336;0.00;21953.00;1755.00;531.00;1405.00;1428.00;8659.00;154.00;1114.00;1951.00;16982.00;161.00;0.00;0.00;119422.00;0.00;5349.00;0.00;7788.00;0.00;1149.00;4382.00;4021.00;0.00
6.341;0.00;21538.00;2201.00;524.00;1346.00;1304.00;8467.00;161.00;1466.00;1792.00;16658.00;0.00;0.00;0.00;118690.00;0.00;5613.00;0.00;9210.00;0.00;1193.00;4514.00;4436.00;183.00
6.347;333.00;21147.00;2039.00;729.00;1404.00;1396.00;8399.00;165.00;1070.00;1947.00;16815.00;209.00;0.00;0.00;120960.00;0.00;5751.00;0.00;8232.00;0.00;1213.00;4304.00;3747.00;0.00
6.353;185.00;21936.00;1828.00;589.00;1590.00;1383.00;8618.00;0.00;889.00;1805.00;16232.00;152.00;0.00;0.00;116940.00;0.00;6095.00;0.00;8825.00;152.00;1070.00;4019.00;4218.00;377.00
6.359;0.00;21448.00;2290.00;398.00;1079.00;869.00;8346.00;414.00;1035.00;1518.00;15665.00;179.00;0.00;0.00;117379.00;0.00;4632.00;0.00;7837.00;0.00;506.00;3690.00;4007.00;0.00
6.364;204.00;21775.00;2204.00;623.00;1321.00;1686.00;8791.00;234.00;1206.00;1672.00;18642.00;0.00;0.00;0.00;119011.00;172.00;6147.00;0.00;9573.00;0.00;926.00;4458.00;4068.00;178.00
6.370;221.00;23146.00;1675.00;484.00;1011.00;1050.00;8163.00;265.00;1058.00;1114.00;17697.00;257.00;0.00;0.00;118404.00;0.00;5367.00;0.00;8867.00;0.00;969.00;3981.00;4415.00;184.00
6.376;0.00;21768.00;1908.00;851.00;1432.00;1189.00;8933.00;197.00;1026.00;1352.00;17321.00;153.00;0.00;0.00;116834.00;0.00;5607.00;0.00;8319.00;0.00;1222.00;4860.00;4263.00;0.00
6.381;158.00;21812.00;1841.00;537.00;1298.00;1091.00;7715.00;332.00;1303.00;2256.00;16950.00;0.00;0.00;0.00;117347.00;0.00;6658.00;0.00;8403.00;0.00;1308.00;3387.00;3319.00;176.00
6.387;353.00;21858.00;1858.00;814.00;1447.00;941.00;8416.00;162.00;601.00;2239.00;17408.00;186.00;157.00;0.00;117893.00;0.00;6878.00;0.00;8783.00;0.00;1319.00;4177.00;3997.00;159.00
6.393;488.00;20450.00;1854.00;767.00;1268.00;1339.00;8497.00;0.00;961.00;1765.00;17637.00;175.00;0.00;0.00;120064.00;185.00;5592.00;0.00;8967.00;0.00;1047.00;4485.00;3168.00;0.00
6.399;0.00;22850.00;2070.00;353.00;1643.00;823.00;9025.00;221.00;999.00;1728.00;17240.00;0.00;0.00;0.00;119424.00;0.00;5530.00;0.00;9010.00;0.00;955.00;4073.00;3813.00;0.00
6.404;264.00;20911.00;1968.00;769.00;1437.00;1304.00;9036.00;0.00;825.00;1074.00;16253.00;177.00;0.00;0.00;117763.00;0.00;6359.00;0.00;9235.00;0.00;1413.00;4550.00;4213.00;159.00
6.410;151.00;20452.00;1722.00;709.00;1531.00;1059.00;8104.00;175.00;1441.00;2033.00;16187.00;177.00;0.00;0.00;118277.00;0.00;6873.00;0.00;9512.00;0.00;1176.00;3459.00;3816.00;0.00
6.416;165.00;20850.00;2446.00;782.00;1504.00;1232.00;8531.00;0.00;920.00;1747.00;16896.00;353.00;0.00;0.00;122220.00;0.00;6435.00;0.00;9077.00;0.00;1294.00;3388.00;4594.00;0.00
6.421;607.00;20658.00;2132.00;377.00;1576.00;1409.00;10336.00;313.00;1294.00;2047.00;17905.00;0.00;0.00;0.00;119670.00;0.00;6185.00;0.00;8985.00;0.00;1649.00;3656.00;3716.00;0.00
6.427;0.00;21362.00;2799.00;584.00;1428.00;844.00;8913.00;0.00;1630.00;2075.00;19013.00;204.00;0.00;0.00;120327.00;0.00;6590.00;0.00;8654.00;0.00;795.00;4345.00;4370.00;159.00
6.433;178.00;21050.00;1588.00;442.00;1308.00;1350.00;8893.00;191.00;1567.00;1701.00;16616.00;0.00;0.00;0.00;119590.00;0.00;6846.00;152.00;8484.00;0.00;1118.00;3871.00;4440.00;162.00
6.439;332.00;20673.00;1444.00;1214.00;1598.00;1032.00;8890.00;171.00;1447.00;1453.00;18502.00;159.00;0.00;0.00;118735.00;0.00;6630.00;0.00;9592.00;0.00;1111.00;3092.00;4353.00;308.00
6.444;160.00;21221.00;2021.00;422.00;1758.00;1327.00;10388.00;364.00;1218.00;1993.00;17131.00;164.00;0.00;0.00;119764.00;0.00;7063.00;168.00;8771.00;0.00;1191.00;3778.00;3944.00;0.00
6.450;165.00;19435.00;2338.00;672.00;1737.00;1052.00;8959.00;184.00;1210.00;1705.00;19120.00;214.00;0.00;0.00;120734.00;0.00;6288.00;0.00;9374.00;172.00;1218.00;3683.00;3503.00;0.00
6.456;0.00;22149.00;2181.00;194.00;1825.00;1526.00;9985.00;0.00;1053.00;2172.00;17153.00;172.00;0.00;232.00;120944.00;0.00;6933.00;0.00;10024.00;0.00;913.00;4135.00;4364.00;0.00
6.462;385.00;21835.00;2570.00;765.00;1385.00;1262.00;7907.00;0.00;1146.00;2019.00;18075.00;0.00;0.00;0.00;120799.00;0.00;7558.00;177.00;9295.00;0.00;1278.00;4220.00;4521.00;0.00
6.467;155.00;21779.00;2077.00;671.00;1341.00;991.00;9178.00;546.00;1312.00;1839.00;17335.00;0.00;0.00;0.00;119071.00;0.00;6304.00;0.00;10063.00;0.00;1346.00;4055.00;3773.00;158.00
6.473;344.00;20585.00;2042.00;623.00;1500.00;777.00;10313.00;0.00;1308.00;2108.00;18681.00;225.00;0.00;0.00;120225.00;0.00;5808.00;154.00;8811.00;157.00;781.00;3351.00;3912.00;0.00
6.479;213.00;21659.00;2257.00;629.00;1654.00;1114.00;9117.00;0.00;765.00;2006.00;19094.00;280.00;0.00;0.00;118914.00;0.00;6085.00;204.00;8998.00;0.00;850.00;3912.00;4545.00;199.00
6.484;0.00;20965.00;2536.00;408.00;1512.00;840.00;8764.00;391.00;1608.00;1381.00;17126.00;0.00;0.00;0.00;120708.00;0.00;6446.00;0.00;9190.00;0.00;1035.00;4352.00;3828.00;182.00
6.490;158.00;21181.00;2866.00;1022.00;1877.00;1412.00;9229.00;224.00;1385.00;1798.00;17890.00;0.00;0.00;180.00;120351.00;0.00;7070.00;0.00;8423.00;0.00;846.00;5473.00;3870.00;160.00
6.496;440.00;21213.00;2925.00;842.00;1582.00;1206.00;9056.00;321.00;1410.00;2196.00;18813.00;193.00;0.00;0.00;121557.00;150.00;5512.00;0.00;9774.00;0.00;1123.00;4212.00;4914.00;0.00
6.502;322.00;21142.00;2737.00;733.00;1817.00;814.00;9400.00;715.00;1542.00;1323.00;17678.00;180.00;0.00;0.00;118714.00;0.00;6407.00;154.00;8263.00;0.00;1384.00;3736.00;4899.00;0.00
6.507;379.00;21307.00;2100.00;397.00;1646.00;745.00;9036.00;0.00;1597.00;1503.00;19597.00;202.00;0.00;0.00;118727.00;0.00;7281.00;0.00;9831.00;0.00;1237.00;4032.00;3825.00;159.00
6.513;165.00;19913.00;2417.00;870.00;1184.00;1334.00;9688.00;0.00;1399.00;1879.00;18433.00;383.00;0.00;151.00;121074.00;0.00;7189.00;0.00;7565.00;0.00;1247.00;4734.00;4328.00;347.00
6.519;637.00;20342.00;2335.00;576.00;1413.00;889.00;9530.00;0.00;1518.00;1898.00;17592.00;326.00;0.00;181.00;119731.00;0.00;7443.00;0.00;9461.00;0.00;1283.00;3758.00;4264.00;202.00
6.524;202.00;20671.00;2462.00;435.00;1578.00;1203.00;9282.00;0.00;1276.00;1492.00;16906.00;0.00;0.00;0.00;122425.00;0.00;6951.00;0.00;8951.00;0.00;1124.00;4036.00;4082.00;180.00
6.530;0.00;20979.00;2049.00;885.00;1169.00;814.00;8742.00;159.00;1271.00;1886.00;20220.00;156.00;0.00;0.00;117686.00;0.00;6548.00;0.00;8677.00;0.00;910.00;4334.00;4647.00;0.00
