Sample Name, Sample-131
Time, February 05 18:13:34 2026
Operator, dma
Lamp, 0
Slit,0.0
Scan From, 700.0nm
Scan To, 230.0nm
Scan Step, 1.0nm
Sample Filter, 10
memo, 
WL(nm), Abs, T%
230.0, 1.1406, 7.23
231.0, 1.1288, 7.43
232.0, 1.1166, 7.65
233.0, 1.1033, 7.88
234.0, 1.0886, 8.16
235.0, 1.0739, 8.44
236.0, 1.0580, 8.75
237.0, 1.0422, 9.07
238.0, 1.0266, 9.41
239.0, 1.0106, 9.76
240.0, 0.9939, 10.14
241.0, 0.9782, 10.52
242.0, 0.9636, 10.87
243.0, 0.9502, 11.22
244.0, 0.9362, 11.58
245.0, 0.9215, 11.98
246.0, 0.9068, 12.39
247.0, 0.8930, 12.79
248.0, 0.8798, 13.19
249.0, 0.8671, 13.58
250.0, 0.8547, 13.97
251.0, 0.8426, 14.37
252.0, 0.8310, 14.76
253.0, 0.8198, 15.14
254.0, 0.8101, 15.48
255.0, 0.7999, 15.85
256.0, 0.7902, 16.21
257.0, 0.7803, 16.59
258.0, 0.7741, 16.82
259.0, 0.7549, 17.58
260.0, 0.7431, 18.07
261.0, 0.7310, 18.58
262.0, 0.7183, 19.13
263.0, 0.7053, 19.71
264.0, 0.6919, 20.33
265.0, 0.6787, 20.96
266.0, 0.6662, 21.57
267.0, 0.6542, 22.17
268.0, 0.6421, 22.80
269.0, 0.6292, 23.49
270.0, 0.6155, 24.24
271.0, 0.6022, 24.99
272.0, 0.5893, 25.75
273.0, 0.5769, 26.49
274.0, 0.5650, 27.23
275.0, 0.5535, 27.96
276.0, 0.5423, 28.69
277.0, 0.5320, 29.38
278.0, 0.5224, 30.03
279.0, 0.5136, 30.65
280.0, 0.5052, 31.25
281.0, 0.4961, 31.91
282.0, 0.4866, 32.61
283.0, 0.4779, 33.27
284.0, 0.4694, 33.93
285.0, 0.4614, 34.56
286.0, 0.4532, 35.22
287.0, 0.4455, 35.85
288.0, 0.4378, 36.49
289.0, 0.4307, 37.09
290.0, 0.4239, 37.68
291.0, 0.4178, 38.22
292.0, 0.4119, 38.73
293.0, 0.4061, 39.26
294.0, 0.3998, 39.83
295.0, 0.3940, 40.36
296.0, 0.3885, 40.88
297.0, 0.3835, 41.35
298.0, 0.3806, 41.63
299.0, 0.3729, 42.38
300.0, 0.3680, 42.85
301.0, 0.3634, 43.32
302.0, 0.3592, 43.74
303.0, 0.3553, 44.12
304.0, 0.3513, 44.54
305.0, 0.3469, 44.99
306.0, 0.3425, 45.44
307.0, 0.3384, 45.88
308.0, 0.3344, 46.30
309.0, 0.3302, 46.75
310.0, 0.3261, 47.19
311.0, 0.3219, 47.66
312.0, 0.3180, 48.09
313.0, 0.3139, 48.54
314.0, 0.3100, 48.98
315.0, 0.3065, 49.37
316.0, 0.3029, 49.79
317.0, 0.2987, 50.27
318.0, 0.2943, 50.78
319.0, 0.2898, 51.31
320.0, 0.2853, 51.85
321.0, 0.2809, 52.38
322.0, 0.2764, 52.92
323.0, 0.2716, 53.50
324.0, 0.2669, 54.09
325.0, 0.2624, 54.65
326.0, 0.2578, 55.24
327.0, 0.2538, 55.75
328.0, 0.2493, 56.32
329.0, 0.2451, 56.88
330.0, 0.2425, 57.21
331.0, 0.2342, 58.32
332.0, 0.2293, 58.98
333.0, 0.2245, 59.64
334.0, 0.2193, 60.35
335.0, 0.2143, 61.05
336.0, 0.2095, 61.73
337.0, 0.2050, 62.37
338.0, 0.2006, 63.01
339.0, 0.1980, 63.39
340.0, 0.1820, 65.76
341.0, 0.1786, 66.28
342.0, 0.1750, 66.84
343.0, 0.1716, 67.36
344.0, 0.1686, 67.83
345.0, 0.1654, 68.33
346.0, 0.1621, 68.86
347.0, 0.1587, 69.39
348.0, 0.1562, 69.80
349.0, 0.1528, 70.33
350.0, 0.1504, 70.72
351.0, 0.1478, 71.16
352.0, 0.1449, 71.62
353.0, 0.1422, 72.08
354.0, 0.1393, 72.56
355.0, 0.1359, 73.14
356.0, 0.1328, 73.66
357.0, 0.1300, 74.13
358.0, 0.1274, 74.57
359.0, 0.1249, 75.00
360.0, 0.1226, 75.41
361.0, 0.1203, 75.80
362.0, 0.1180, 76.20
363.0, 0.1157, 76.60
364.0, 0.1138, 76.95
365.0, 0.1121, 77.26
366.0, 0.1098, 77.65
367.0, 0.1078, 78.02
368.0, 0.1061, 78.32
369.0, 0.1045, 78.61
370.0, 0.1036, 78.77
371.0, 0.0982, 79.76
372.0, 0.0962, 80.13
373.0, 0.0943, 80.48
374.0, 0.0923, 80.86
375.0, 0.0903, 81.24
376.0, 0.0887, 81.53
377.0, 0.0866, 81.93
378.0, 0.0847, 82.28
379.0, 0.0829, 82.62
380.0, 0.0808, 83.02
381.0, 0.0793, 83.31
382.0, 0.0778, 83.59
383.0, 0.0763, 83.89
384.0, 0.0755, 84.05
385.0, 0.0730, 84.53
386.0, 0.0716, 84.79
387.0, 0.0701, 85.09
