Sample Name, Sample-75
Time, February 06 11:50:37 2026
Operator, dma
Lamp, 0
Slit,0.0
Scan From, 450.0nm
Scan To, 300.0nm
Scan Step, 1.0nm
Sample Filter, 10
memo, 
WL(nm), Abs, T%
300.0, 0.8674, 13.57
301.0, 0.7802, 16.59
302.0, 0.7010, 19.91
303.0, 0.6331, 23.28
304.0, 0.5768, 26.50
305.0, 0.5236, 29.95
306.0, 0.4737, 33.60
307.0, 0.4341, 36.81
308.0, 0.4012, 39.70
309.0, 0.3754, 42.13
310.0, 0.3542, 44.23
311.0, 0.3370, 46.02
312.0, 0.3234, 47.49
313.0, 0.3128, 48.66
314.0, 0.3044, 49.62
315.0, 0.2975, 50.41
316.0, 0.2915, 51.11
317.0, 0.2859, 51.77
318.0, 0.2807, 52.40
319.0, 0.2763, 52.93
320.0, 0.2721, 53.45
321.0, 0.2686, 53.88
322.0, 0.2653, 54.29
323.0, 0.2621, 54.69
324.0, 0.2589, 55.09
325.0, 0.2560, 55.46
326.0, 0.2536, 55.76
327.0, 0.2510, 56.11
328.0, 0.2485, 56.43
329.0, 0.2462, 56.72
330.0, 0.2448, 56.91
331.0, 0.2402, 57.51
332.0, 0.2375, 57.87
333.0, 0.2352, 58.19
334.0, 0.2328, 58.50
335.0, 0.2303, 58.84
336.0, 0.2274, 59.24
337.0, 0.2253, 59.53
338.0, 0.2233, 59.80
339.0, 0.2217, 60.02
340.0, 0.2051, 62.37
341.0, 0.2032, 62.64
342.0, 0.2016, 62.86
343.0, 0.2006, 63.00
344.0, 0.1997, 63.14
345.0, 0.1978, 63.42
346.0, 0.1964, 63.61
347.0, 0.1953, 63.79
348.0, 0.1940, 63.97
349.0, 0.1929, 64.13
350.0, 0.1920, 64.27
351.0, 0.1908, 64.44
352.0, 0.1897, 64.61
353.0, 0.1881, 64.85
354.0, 0.1862, 65.13
355.0, 0.1844, 65.40
356.0, 0.1828, 65.65
357.0, 0.1808, 65.95
358.0, 0.1791, 66.21
359.0, 0.1774, 66.47
360.0, 0.1756, 66.74
361.0, 0.1738, 67.03
362.0, 0.1722, 67.27
363.0, 0.1711, 67.44
364.0, 0.1692, 67.73
365.0, 0.1676, 67.98
366.0, 0.1660, 68.23
367.0, 0.1641, 68.53
368.0, 0.1617, 68.92
369.0, 0.1596, 69.24
370.0, 0.1588, 69.37
371.0, 0.1596, 69.25
372.0, 0.1579, 69.52
373.0, 0.1565, 69.75
374.0, 0.1552, 69.95
375.0, 0.1539, 70.16
376.0, 0.1528, 70.34
377.0, 0.1516, 70.53
378.0, 0.1501, 70.78
379.0, 0.1487, 71.01
380.0, 0.1473, 71.24
381.0, 0.1461, 71.43
382.0, 0.1448, 71.64
383.0, 0.1434, 71.87
384.0, 0.1429, 71.95
385.0, 0.1410, 72.28
386.0, 0.1396, 72.50
387.0, 0.1384, 72.71
388.0, 0.1375, 72.86
389.0, 0.1362, 73.08
390.0, 0.1350, 73.28
391.0, 0.1338, 73.49
392.0, 0.1325, 73.70
393.0, 0.1314, 73.89
394.0, 0.1301, 74.11
395.0, 0.1290, 74.30
396.0, 0.1279, 74.49
397.0, 0.1265, 74.73
398.0, 0.1255, 74.91
399.0, 0.1246, 75.06
400.0, 0.1235, 75.26
401.0, 0.1224, 75.44
402.0, 0.1213, 75.64
403.0, 0.1202, 75.82
404.0, 0.1193, 75.98
405.0, 0.1183, 76.16
406.0, 0.1171, 76.36
407.0, 0.1162, 76.53
408.0, 0.1153, 76.68
409.0, 0.1144, 76.84
410.0, 0.1134, 77.02
411.0, 0.1126, 77.17
412.0, 0.1117, 77.32
413.0, 0.1108, 77.49
414.0, 0.1097, 77.68
415.0, 0.1090, 77.81
416.0, 0.1080, 77.98
417.0, 0.1072, 78.14
418.0, 0.1063, 78.28
419.0, 0.1054, 78.45
420.0, 0.1047, 78.58
421.0, 0.1038, 78.73
422.0, 0.1031, 78.87
423.0, 0.1024, 78.99
424.0, 0.1016, 79.14
425.0, 0.1009, 79.28
426.0, 0.1001, 79.42
427.0, 0.0994, 79.55
428.0, 0.0987, 79.67
429.0, 0.0981, 79.78
430.0, 0.0973, 79.92
431.0, 0.0966, 80.05
432.0, 0.0960, 80.18
433.0, 0.0953, 80.30
434.0, 0.0948, 80.39
435.0, 0.0941, 80.52
436.0, 0.0935, 80.63
437.0, 0.0928, 80.76
438.0, 0.0922, 80.88
439.0, 0.0915, 80.99
440.0, 0.0910, 81.10
441.0, 0.0903, 81.23
442.0, 0.0897, 81.34
443.0, 0.0889, 81.48
444.0, 0.0885, 81.57
445.0, 0.0879, 81.68
446.0, 0.0873, 81.78
447.0, 0.0868, 81.89
448.0, 0.0862, 81.99
449.0, 0.0859, 82.06
450.0, 0.0857, 82.09
