Sample Name, Sample-65
Time, February 06 11:37:38 2026
Operator, dma
Lamp, 0
Slit,0.0
Scan From, 450.0nm
Scan To, 300.0nm
Scan Step, 1.0nm
Sample Filter, 10
memo, 
WL(nm), Abs, T%
300.0, 0.9042, 12.47
301.0, 0.8205, 15.12
302.0, 0.7441, 18.03
303.0, 0.6776, 21.01
304.0, 0.6222, 23.87
305.0, 0.5703, 26.90
306.0, 0.5220, 30.06
307.0, 0.4830, 32.88
308.0, 0.4507, 35.42
309.0, 0.4250, 37.58
310.0, 0.4041, 39.44
311.0, 0.3868, 41.04
312.0, 0.3729, 42.37
313.0, 0.3620, 43.46
314.0, 0.3534, 44.32
315.0, 0.3460, 45.09
316.0, 0.3398, 45.73
317.0, 0.3339, 46.36
318.0, 0.3284, 46.95
319.0, 0.3236, 47.47
320.0, 0.3190, 47.98
321.0, 0.3150, 48.42
322.0, 0.3111, 48.86
323.0, 0.3074, 49.27
324.0, 0.3040, 49.66
325.0, 0.3008, 50.02
326.0, 0.2978, 50.38
327.0, 0.2948, 50.73
328.0, 0.2916, 51.10
329.0, 0.2892, 51.38
330.0, 0.2873, 51.60
331.0, 0.2828, 52.15
332.0, 0.2795, 52.55
333.0, 0.2766, 52.90
334.0, 0.2735, 53.27
335.0, 0.2707, 53.61
336.0, 0.2676, 54.00
337.0, 0.2651, 54.31
338.0, 0.2626, 54.62
339.0, 0.2608, 54.85
340.0, 0.2375, 57.88
341.0, 0.2363, 58.03
342.0, 0.2351, 58.19
343.0, 0.2337, 58.39
344.0, 0.2325, 58.54
345.0, 0.2306, 58.81
346.0, 0.2296, 58.94
347.0, 0.2282, 59.13
348.0, 0.2271, 59.28
349.0, 0.2258, 59.45
350.0, 0.2244, 59.65
351.0, 0.2233, 59.81
352.0, 0.2224, 59.92
353.0, 0.2204, 60.20
354.0, 0.2185, 60.46
355.0, 0.2166, 60.73
356.0, 0.2148, 60.98
357.0, 0.2130, 61.23
358.0, 0.2110, 61.52
359.0, 0.2090, 61.80
360.0, 0.2070, 62.09
361.0, 0.2054, 62.31
362.0, 0.2035, 62.59
363.0, 0.2019, 62.82
364.0, 0.2000, 63.09
365.0, 0.1976, 63.44
366.0, 0.1957, 63.73
367.0, 0.1937, 64.02
368.0, 0.1909, 64.43
369.0, 0.1886, 64.78
370.0, 0.1879, 64.88
371.0, 0.1895, 64.64
372.0, 0.1876, 64.92
373.0, 0.1860, 65.16
374.0, 0.1846, 65.38
375.0, 0.1830, 65.62
376.0, 0.1818, 65.79
377.0, 0.1804, 66.01
378.0, 0.1788, 66.25
379.0, 0.1773, 66.49
380.0, 0.1757, 66.73
381.0, 0.1741, 66.97
382.0, 0.1728, 67.18
383.0, 0.1713, 67.41
384.0, 0.1706, 67.52
385.0, 0.1681, 67.90
386.0, 0.1669, 68.10
387.0, 0.1655, 68.32
388.0, 0.1642, 68.52
389.0, 0.1626, 68.77
390.0, 0.1612, 68.99
391.0, 0.1597, 69.22
392.0, 0.1582, 69.46
393.0, 0.1570, 69.66
394.0, 0.1556, 69.89
395.0, 0.1543, 70.10
396.0, 0.1529, 70.32
397.0, 0.1514, 70.56
398.0, 0.1502, 70.77
399.0, 0.1491, 70.94
400.0, 0.1479, 71.14
401.0, 0.1465, 71.37
402.0, 0.1453, 71.57
403.0, 0.1441, 71.76
404.0, 0.1429, 71.96
405.0, 0.1418, 72.15
406.0, 0.1405, 72.36
407.0, 0.1392, 72.57
408.0, 0.1381, 72.77
409.0, 0.1372, 72.92
410.0, 0.1359, 73.13
411.0, 0.1350, 73.28
412.0, 0.1340, 73.45
413.0, 0.1329, 73.64
414.0, 0.1318, 73.83
415.0, 0.1308, 73.99
416.0, 0.1297, 74.18
417.0, 0.1288, 74.34
418.0, 0.1278, 74.51
419.0, 0.1267, 74.69
420.0, 0.1258, 74.84
421.0, 0.1249, 75.01
422.0, 0.1240, 75.17
423.0, 0.1230, 75.33
424.0, 0.1221, 75.49
425.0, 0.1212, 75.65
426.0, 0.1202, 75.83
427.0, 0.1193, 75.98
428.0, 0.1185, 76.11
429.0, 0.1177, 76.26
430.0, 0.1168, 76.42
431.0, 0.1159, 76.58
432.0, 0.1150, 76.73
433.0, 0.1142, 76.87
434.0, 0.1134, 77.02
435.0, 0.1127, 77.14
436.0, 0.1120, 77.28
437.0, 0.1112, 77.41
438.0, 0.1102, 77.59
439.0, 0.1095, 77.71
440.0, 0.1088, 77.85
441.0, 0.1078, 78.01
442.0, 0.1070, 78.17
443.0, 0.1061, 78.32
444.0, 0.1054, 78.45
445.0, 0.1047, 78.57
446.0, 0.1040, 78.71
447.0, 0.1033, 78.84
448.0, 0.1028, 78.92
449.0, 0.1022, 79.03
450.0, 0.1019, 79.08
